Exporting Countries,Importing Countries,Item,Value,VWC,VWT
New Zealand,Vanuatu,Maize (corn),1.2,1028,1233.6
Nicaragua,United States of America,Maize (corn),0.07,1028,71.96000000000001
Nigeria,Netherlands (Kingdom of the),Maize (corn),0.05,1028,51.400000000000006
Nigeria,Niger,Maize (corn),3432.35,1028,3528455.8
Nigeria,South Africa,Maize (corn),0.15,1028,154.2
Nigeria,United States of America,Maize (corn),59.09,1028,60744.520000000004
Nigeria,Zimbabwe,Maize (corn),0.15,1028,154.2
North Macedonia,Serbia,Maize (corn),2.73,1028,2806.44
Norway,Sweden,Maize (corn),0.02,1028,20.56
Pakistan,Oman,Maize (corn),63408.0,1028,65183424.0
Pakistan,Qatar,Maize (corn),9414.0,1028,9677592.0
Pakistan,Republic of Korea,Maize (corn),56860.0,1028,58452080.0
Pakistan,Saudi Arabia,Maize (corn),117.0,1028,120276.0
Pakistan,Somalia,Maize (corn),3397.0,1028,3492116.0
Pakistan,Sri Lanka,Maize (corn),43569.0,1028,44788932.0
Pakistan,Thailand,Maize (corn),509.0,1028,523252.0
Pakistan,United Arab Emirates,Maize (corn),7376.0,1028,7582528.0
Pakistan,United Kingdom of Great Britain and Northern Ireland,Maize (corn),1.0,1028,1028.0
Pakistan,United States of America,Maize (corn),14.0,1028,14392.0
Pakistan,Uzbekistan,Maize (corn),133.0,1028,136724.0
Pakistan,Viet Nam,Maize (corn),386001.0,1028,396809028.0
Pakistan,Yemen,Maize (corn),4000.0,1028,4112000.0
Paraguay,Peru,Maize (corn),235935.0,1028,242541180.0
Paraguay,Republic of Korea,Maize (corn),334507.0,1028,343873196.0
Paraguay,Saudi Arabia,Maize (corn),183100.0,1028,188226800.0
Paraguay,Senegal,Maize (corn),16200.0,1028,16653600.0
Paraguay,Spain,Maize (corn),0.29,1028,298.12
Paraguay,Tunisia,Maize (corn),27960.0,1028,28742880.0
Paraguay,United Arab Emirates,Maize (corn),43897.9,1028,45127041.2
Paraguay,United States of America,Maize (corn),0.31,1028,318.68
Paraguay,Uruguay,Maize (corn),173562.0,1028,178421736.0
Paraguay,Viet Nam,Maize (corn),11110.0,1028,11421080.0
Paraguay,Yemen,Maize (corn),6230.0,1028,6404440.0
Peru,Netherlands (Kingdom of the),Maize (corn),30.73,1028,31590.44
Peru,Panama,Maize (corn),1.83,1028,1881.24
Peru,Republic of Korea,Maize (corn),9.62,1028,9889.359999999999
Peru,Russian Federation,Maize (corn),2.1,1028,2158.8
Peru,Singapore,Maize (corn),0.24,1028,246.72
Peru,South Africa,Maize (corn),0.17,1028,174.76000000000002
Peru,Spain,Maize (corn),4422.98,1028,4546823.4399999995
Peru,Sweden,Maize (corn),3.12,1028,3207.36
Peru,Switzerland,Maize (corn),2.53,1028,2600.8399999999997
Peru,United Arab Emirates,Maize (corn),11.4,1028,11719.2
Peru,United Kingdom of Great Britain and Northern Ireland,Maize (corn),16.93,1028,17404.04
Peru,United States of America,Maize (corn),2327.85,1028,2393029.8
Peru,Venezuela (Bolivarian Republic of),Maize (corn),0.7,1028,719.5999999999999
Peru,Zambia,Maize (corn),0.01,1028,10.28
Philippines,Qatar,Maize (corn),0.02,1028,20.56
Philippines,South Africa,Maize (corn),0.28,1028,287.84000000000003
Philippines,Switzerland,Maize (corn),0.38,1028,390.64
Philippines,United Arab Emirates,Maize (corn),0.75,1028,771.0
Philippines,Viet Nam,Maize (corn),2315.51,1028,2380344.2800000003
Poland,Netherlands (Kingdom of the),Maize (corn),586107.96,1028,602518982.88
Poland,Norway,Maize (corn),92087.85,1028,94666309.80000001
Poland,Portugal,Maize (corn),20335.73,1028,20905130.44
Poland,Qatar,Maize (corn),0.05,1028,51.400000000000006
Poland,Republic of Korea,Maize (corn),1.79,1028,1840.1200000000001
Poland,Republic of Moldova,Maize (corn),1.5,1028,1542.0
Poland,Romania,Maize (corn),7119.9,1028,7319257.199999999
Poland,Russian Federation,Maize (corn),359.58,1028,369648.24
Poland,Saudi Arabia,Maize (corn),0.42,1028,431.76
Poland,Singapore,Maize (corn),0.13,1028,133.64000000000001
Poland,Slovakia,Maize (corn),71818.83,1028,73829757.24
Poland,Slovenia,Maize (corn),0.4,1028,411.20000000000005
Poland,Spain,Maize (corn),59469.82,1028,61134974.96
Poland,Sweden,Maize (corn),65383.82,1028,67214566.96
Poland,Switzerland,Maize (corn),0.0,1028,0.0
Poland,Türkiye,Maize (corn),8.67,1028,8912.76
Poland,Ukraine,Maize (corn),147.94,1028,152082.32
Poland,United Kingdom of Great Britain and Northern Ireland,Maize (corn),274328.93,1028,282010140.04
Poland,Uzbekistan,Maize (corn),8.37,1028,8604.359999999999
Portugal,Netherlands (Kingdom of the),Maize (corn),1.8,1028,1850.4
Portugal,Poland,Maize (corn),401.63,1028,412875.64
Portugal,Sao Tome and Principe,Maize (corn),102.97,1028,105853.16
Portugal,Spain,Maize (corn),221412.39,1028,227611936.92000002
Portugal,Switzerland,Maize (corn),1.72,1028,1768.16
Portugal,United Kingdom of Great Britain and Northern Ireland,Maize (corn),2.44,1028,2508.32
Portugal,United States of America,Maize (corn),0.46,1028,472.88
Qatar,Pakistan,Maize (corn),44.1,1028,45334.8
Republic of Korea,Singapore,Maize (corn),0.25,1028,257.0
Republic of Korea,United Arab Emirates,Maize (corn),0.03,1028,30.84
Republic of Korea,United States of America,Maize (corn),4.85,1028,4985.799999999999
Republic of Korea,Viet Nam,Maize (corn),3294.88,1028,3387136.64
Republic of Moldova,Netherlands (Kingdom of the),Maize (corn),1335.0,1028,1372380.0
Republic of Moldova,New Caledonia,Maize (corn),22.0,1028,22616.0
Republic of Moldova,Poland,Maize (corn),441.16,1028,453512.48000000004
Republic of Moldova,Romania,Maize (corn),464028.81,1028,477021616.68
Republic of Moldova,Russian Federation,Maize (corn),323.0,1028,332044.0
Republic of Moldova,Serbia,Maize (corn),210.79,1028,216692.12
Republic of Moldova,Switzerland,Maize (corn),102447.1,1028,105315618.80000001
Republic of Moldova,Thailand,Maize (corn),87.18,1028,89621.04000000001
Republic of Moldova,Tunisia,Maize (corn),6144.0,1028,6316032.0
Republic of Moldova,Türkiye,Maize (corn),371171.68,1028,381564487.04
Republic of Moldova,Ukraine,Maize (corn),6215.23,1028,6389256.4399999995
Republic of Moldova,United Kingdom of Great Britain and Northern Ireland,Maize (corn),31401.44,1028,32280680.32
Republic of Moldova,United States of America,Maize (corn),252.66,1028,259734.48
Romania,Netherlands (Kingdom of the),Maize (corn),544820.07,1028,560075031.9599999
Romania,Norway,Maize (corn),3304.06,1028,3396573.68
Romania,Poland,Maize (corn),9654.9,1028,9925237.2
Romania,Portugal,Maize (corn),289050.39,1028,297143800.92
Romania,Qatar,Maize (corn),30522.35,1028,31376975.799999997
Romania,Republic of Korea,Maize (corn),479717.97,1028,493150073.15999997
Romania,Republic of Moldova,Maize (corn),4018.92,1028,4131449.7600000002
Romania,Russian Federation,Maize (corn),1955.63,1028,2010387.6400000001
Romania,Saudi Arabia,Maize (corn),4620.16,1028,4749524.4799999995
Romania,Serbia,Maize (corn),2823.37,1028,2902424.36
Romania,Sierra Leone,Maize (corn),4.0,1028,4112.0
Romania,Slovakia,Maize (corn),4128.8,1028,4244406.4
Romania,Slovenia,Maize (corn),297.18,1028,305501.04
Romania,Spain,Maize (corn),1021575.61,1028,1050179727.08
Romania,Sweden,Maize (corn),0.2,1028,205.60000000000002
Romania,Switzerland,Maize (corn),5852.82,1028,6016698.96
Romania,Syrian Arab Republic,Maize (corn),19785.52,1028,20339514.56
Romania,Tunisia,Maize (corn),95624.19,1028,98301667.32000001
Romania,Türkiye,Maize (corn),185522.4,1028,190717027.2
Romania,Ukraine,Maize (corn),2026.69,1028,2083437.32
Romania,United Arab Emirates,Maize (corn),287.45,1028,295498.6
Romania,United Kingdom of Great Britain and Northern Ireland,Maize (corn),160881.07,1028,165385739.96
Romania,United States of America,Maize (corn),36166.81,1028,37179480.68
Romania,Uzbekistan,Maize (corn),89.38,1028,91882.64
Russian Federation,Netherlands (Kingdom of the),Maize (corn),0.64,1028,657.92
Russian Federation,Norway,Maize (corn),2830.91,1028,2910175.48
Russian Federation,Portugal,Maize (corn),59868.99,1028,61545321.72
Russian Federation,Republic of Korea,Maize (corn),227201.3,1028,233562936.39999998
Russian Federation,Republic of Moldova,Maize (corn),21.32,1028,21916.96
Russian Federation,Romania,Maize (corn),158.73,1028,163174.44
Russian Federation,Serbia,Maize (corn),214.69,1028,220701.32
Russian Federation,Slovakia,Maize (corn),57.39,1028,58996.92
Russian Federation,Tajikistan,Maize (corn),20.01,1028,20570.280000000002
Russian Federation,Türkiye,Maize (corn),1147658.72,1028,1179793164.16
Russian Federation,United Kingdom of Great Britain and Northern Ireland,Maize (corn),14729.76,1028,15142193.28
Russian Federation,Uzbekistan,Maize (corn),226.26,1028,232595.28
Rwanda,South Africa,Maize (corn),0.6,1028,616.8
Saudi Arabia,Singapore,Maize (corn),0.01,1028,10.28
Saudi Arabia,Sweden,Maize (corn),0.08,1028,82.24
Saudi Arabia,United Arab Emirates,Maize (corn),23.06,1028,23705.68
Saudi Arabia,United Republic of Tanzania,Maize (corn),52.24,1028,53702.72
Serbia,North Macedonia,Maize (corn),40454.53,1028,41587256.839999996
Serbia,Pakistan,Maize (corn),0.03,1028,30.84
Serbia,Poland,Maize (corn),10.87,1028,11174.359999999999
Serbia,Portugal,Maize (corn),0.03,1028,30.84
Serbia,Republic of Moldova,Maize (corn),146.13,1028,150221.63999999998
Serbia,Romania,Maize (corn),409244.61,1028,420703459.08
Serbia,Russian Federation,Maize (corn),2376.18,1028,2442713.04
Serbia,Slovakia,Maize (corn),87.92,1028,90381.76
Serbia,Slovenia,Maize (corn),314.02,1028,322812.56
Serbia,Spain,Maize (corn),10.05,1028,10331.400000000001
Serbia,Türkiye,Maize (corn),3510.31,1028,3608598.68
Serbia,Turkmenistan,Maize (corn),10.39,1028,10680.92
Serbia,Ukraine,Maize (corn),387.77,1028,398627.56
Serbia,United Arab Emirates,Maize (corn),214.1,1028,220094.8
Serbia,United Kingdom of Great Britain and Northern Ireland,Maize (corn),0.41,1028,421.47999999999996
Serbia,Uzbekistan,Maize (corn),348.73,1028,358494.44
Serbia,Zimbabwe,Maize (corn),0.15,1028,154.2
Singapore,Republic of Korea,Maize (corn),2.98,1028,3063.44
Slovakia,Netherlands (Kingdom of the),Maize (corn),90330.19,1028,92859435.32000001
Slovakia,Poland,Maize (corn),25699.0,1028,26418572.0
Slovakia,Romania,Maize (corn),10791.29,1028,11093446.120000001
Slovakia,Russian Federation,Maize (corn),514.15,1028,528546.2
Slovakia,Serbia,Maize (corn),91.66,1028,94226.48
Slovakia,Slovenia,Maize (corn),206.29,1028,212066.12
Slovakia,Spain,Maize (corn),2.74,1028,2816.7200000000003
Slovakia,Sweden,Maize (corn),0.22,1028,226.16
Slovakia,Switzerland,Maize (corn),195.06,1028,200521.68
Slovakia,Ukraine,Maize (corn),20.59,1028,21166.52
Slovakia,United Kingdom of Great Britain and Northern Ireland,Maize (corn),0.02,1028,20.56
Slovenia,North Macedonia,Maize (corn),15.6,1028,16036.8
Slovenia,Romania,Maize (corn),57.17,1028,58770.76
Slovenia,Serbia,Maize (corn),17.8,1028,18298.4
South Africa,Netherlands (Kingdom of the),Maize (corn),993.68,1028,1021503.0399999999
South Africa,New Zealand,Maize (corn),41.55,1028,42713.399999999994
South Africa,Nigeria,Maize (corn),130.04,1028,133681.12
South Africa,Pakistan,Maize (corn),364.0,1028,374192.0
South Africa,Peru,Maize (corn),0.0,1028,0.0
South Africa,Philippines,Maize (corn),958.76,1028,985605.28
South Africa,Portugal,Maize (corn),52500.0,1028,53970000.0
South Africa,Qatar,Maize (corn),50.46,1028,51872.88
South Africa,Republic of Korea,Maize (corn),219120.2,1028,225255565.60000002
South Africa,Russian Federation,Maize (corn),175.38,1028,180290.63999999998
South Africa,Saudi Arabia,Maize (corn),8080.91,1028,8307175.4799999995
South Africa,Senegal,Maize (corn),132.0,1028,135696.0
South Africa,Seychelles,Maize (corn),353.55,1028,363449.4
South Africa,Sierra Leone,Maize (corn),26.0,1028,26728.0
South Africa,Singapore,Maize (corn),152.41,1028,156677.48
South Africa,Somalia,Maize (corn),0.93,1028,956.0400000000001
South Africa,South Sudan,Maize (corn),52.0,1028,53456.0
South Africa,Spain,Maize (corn),385.0,1028,395780.0
South Africa,Sri Lanka,Maize (corn),976.07,1028,1003399.9600000001
South Africa,Sudan,Maize (corn),64.0,1028,65792.0
South Africa,Switzerland,Maize (corn),0.01,1028,10.28
South Africa,Thailand,Maize (corn),4058.64,1028,4172281.92
South Africa,Togo,Maize (corn),1298.59,1028,1334950.52
South Africa,Tunisia,Maize (corn),156.0,1028,160368.0
South Africa,Türkiye,Maize (corn),1300.02,1028,1336420.56
South Africa,Uganda,Maize (corn),0.17,1028,174.76000000000002
South Africa,United Arab Emirates,Maize (corn),17938.57,1028,18440849.96
South Africa,United Kingdom of Great Britain and Northern Ireland,Maize (corn),654.41,1028,672733.48
South Africa,United Republic of Tanzania,Maize (corn),1111.47,1028,1142591.16
South Africa,United States of America,Maize (corn),53.98,1028,55491.439999999995
South Africa,Viet Nam,Maize (corn),531834.67,1028,546726040.76
South Africa,Yemen,Maize (corn),182.0,1028,187096.0
South Africa,Zambia,Maize (corn),540.67,1028,555808.76
South Africa,Zimbabwe,Maize (corn),6570.68,1028,6754659.04
Spain,Netherlands (Kingdom of the),Maize (corn),305.56,1028,314115.68
Spain,North Macedonia,Maize (corn),13.79,1028,14176.119999999999
Spain,Norway,Maize (corn),822.55,1028,845581.3999999999
Spain,Philippines,Maize (corn),13.57,1028,13949.960000000001
Spain,Poland,Maize (corn),1240.48,1028,1275213.44
Spain,Portugal,Maize (corn),39288.7,1028,40388783.599999994
Spain,Republic of Korea,Maize (corn),0.43,1028,442.04
Spain,Republic of Moldova,Maize (corn),332.7,1028,342015.6
Spain,Romania,Maize (corn),9841.73,1028,10117298.44
Spain,Russian Federation,Maize (corn),708.83,1028,728677.24
Spain,Saudi Arabia,Maize (corn),3452.26,1028,3548923.2800000003
Spain,Serbia,Maize (corn),110.53,1028,113624.84
Spain,Singapore,Maize (corn),3.83,1028,3937.2400000000002
Spain,Slovakia,Maize (corn),25.02,1028,25720.56
Spain,Slovenia,Maize (corn),4.76,1028,4893.28
Spain,South Africa,Maize (corn),0.0,1028,0.0
Spain,Sweden,Maize (corn),35.65,1028,36648.2
Spain,Switzerland,Maize (corn),80.09,1028,82332.52
Spain,Syrian Arab Republic,Maize (corn),681.64,1028,700725.92
Spain,Thailand,Maize (corn),5.71,1028,5869.88
Spain,Tunisia,Maize (corn),0.0,1028,0.0
Spain,Türkiye,Maize (corn),16737.33,1028,17205975.240000002
Spain,Ukraine,Maize (corn),349.95,1028,359748.6
Spain,United Arab Emirates,Maize (corn),82.27,1028,84573.56
Spain,United Kingdom of Great Britain and Northern Ireland,Maize (corn),31506.86,1028,32389052.080000002
Spain,United States of America,Maize (corn),0.98,1028,1007.4399999999999
Spain,Uruguay,Maize (corn),3.0,1028,3084.0
Spain,Uzbekistan,Maize (corn),42.83,1028,44029.24
Sweden,Netherlands (Kingdom of the),Maize (corn),0.14,1028,143.92000000000002
Sweden,Norway,Maize (corn),360.17,1028,370254.76
Sweden,Poland,Maize (corn),1.4,1028,1439.1999999999998
Sweden,South Africa,Maize (corn),0.0,1028,0.0
Sweden,Spain,Maize (corn),0.01,1028,10.28
Sweden,United Kingdom of Great Britain and Northern Ireland,Maize (corn),0.01,1028,10.28
Sweden,United States of America,Maize (corn),0.01,1028,10.28
Switzerland,Netherlands (Kingdom of the),Maize (corn),0.0,1028,0.0
Switzerland,Poland,Maize (corn),0.35,1028,359.79999999999995
Switzerland,Slovakia,Maize (corn),0.11,1028,113.08
Switzerland,Spain,Maize (corn),0.2,1028,205.60000000000002
Switzerland,United Kingdom of Great Britain and Northern Ireland,Maize (corn),0.52,1028,534.5600000000001
Syrian Arab Republic,Norway,Maize (corn),0.36,1028,370.08
Syrian Arab Republic,Türkiye,Maize (corn),818.52,1028,841438.5599999999
Syrian Arab Republic,United Arab Emirates,Maize (corn),0.32,1028,328.96
Thailand,Netherlands (Kingdom of the),Maize (corn),0.35,1028,359.79999999999995
Thailand,Nicaragua,Maize (corn),0.42,1028,431.76
Thailand,Nigeria,Maize (corn),1.5,1028,1542.0
Thailand,Pakistan,Maize (corn),10695.28,1028,10994747.84
Thailand,Panama,Maize (corn),271.79,1028,279400.12
Thailand,Peru,Maize (corn),2217.28,1028,2279363.8400000003
Thailand,Philippines,Maize (corn),15558.75,1028,15994395.0
Thailand,Republic of Korea,Maize (corn),2.5,1028,2570.0
Thailand,Saudi Arabia,Maize (corn),6.3,1028,6476.4
Thailand,Senegal,Maize (corn),105.41,1028,108361.48
Thailand,Singapore,Maize (corn),0.64,1028,657.92
Thailand,South Africa,Maize (corn),0.1,1028,102.80000000000001
Thailand,Sri Lanka,Maize (corn),435.0,1028,447180.0
Thailand,Sweden,Maize (corn),0.0,1028,0.0
Thailand,Syrian Arab Republic,Maize (corn),3.99,1028,4101.72
Thailand,Trinidad and Tobago,Maize (corn),0.72,1028,740.16
Thailand,United Arab Emirates,Maize (corn),1.27,1028,1305.56
Thailand,United Kingdom of Great Britain and Northern Ireland,Maize (corn),0.0,1028,0.0
Thailand,United Republic of Tanzania,Maize (corn),0.2,1028,205.60000000000002
Thailand,United States of America,Maize (corn),3.14,1028,3227.92
Thailand,Viet Nam,Maize (corn),5220.76,1028,5366941.28
Thailand,Zambia,Maize (corn),90.16,1028,92684.48
Tonga,New Zealand,Maize (corn),0.04,1028,41.12
Trinidad and Tobago,Saint Vincent and the Grenadines,Maize (corn),19.37,1028,19912.36
Trinidad and Tobago,Suriname,Maize (corn),6.71,1028,6897.88
Trinidad and Tobago,United States of America,Maize (corn),1.27,1028,1305.56
Trinidad and Tobago,Venezuela (Bolivarian Republic of),Maize (corn),0.02,1028,20.56
Türkiye,Netherlands (Kingdom of the),Maize (corn),775.28,1028,796987.84
Türkiye,Nigeria,Maize (corn),0.02,1028,20.56
Türkiye,Norway,Maize (corn),15.0,1028,15420.0
Türkiye,Oman,Maize (corn),0.24,1028,246.72
Türkiye,Pakistan,Maize (corn),190.12,1028,195443.36000000002
Türkiye,Palestine,Maize (corn),24.0,1028,24672.0
Türkiye,Panama,Maize (corn),0.08,1028,82.24
Türkiye,Philippines,Maize (corn),0.0,1028,0.0
Türkiye,Poland,Maize (corn),1007.32,1028,1035524.9600000001
Türkiye,Portugal,Maize (corn),0.09,1028,92.52
Türkiye,Qatar,Maize (corn),122.2,1028,125621.6
Türkiye,Republic of Korea,Maize (corn),0.0,1028,0.0
Türkiye,Romania,Maize (corn),631.07,1028,648739.9600000001
Türkiye,Russian Federation,Maize (corn),745.6,1028,766476.8
Türkiye,Saint Vincent and the Grenadines,Maize (corn),0.01,1028,10.28
Türkiye,Saudi Arabia,Maize (corn),21.91,1028,22523.48
Türkiye,Serbia,Maize (corn),2715.56,1028,2791595.68
Türkiye,Singapore,Maize (corn),0.02,1028,20.56
Türkiye,Spain,Maize (corn),112.57,1028,115721.95999999999
Türkiye,Sudan,Maize (corn),54.0,1028,55512.0
Türkiye,Sweden,Maize (corn),49.37,1028,50752.36
Türkiye,Switzerland,Maize (corn),20.59,1028,21166.52
Türkiye,Syrian Arab Republic,Maize (corn),42451.58,1028,43640224.24
Türkiye,Tajikistan,Maize (corn),77.0,1028,79156.0
Türkiye,Togo,Maize (corn),26.0,1028,26728.0
Türkiye,Tunisia,Maize (corn),1343.44,1028,1381056.32
Türkiye,Turkmenistan,Maize (corn),128.68,1028,132283.04
Türkiye,Ukraine,Maize (corn),166.92,1028,171593.75999999998
Türkiye,United Arab Emirates,Maize (corn),453.45,1028,466146.6
Türkiye,United Kingdom of Great Britain and Northern Ireland,Maize (corn),212.67,1028,218624.75999999998
Türkiye,United States of America,Maize (corn),102.05,1028,104907.4
Türkiye,Uzbekistan,Maize (corn),2021.49,1028,2078091.72
Türkiye,Yemen,Maize (corn),402.5,1028,413770.0
Uganda,Netherlands (Kingdom of the),Maize (corn),0.27,1028,277.56
Uganda,Norway,Maize (corn),0.1,1028,102.80000000000001
Uganda,Rwanda,Maize (corn),43154.94,1028,44363278.32
Uganda,Sweden,Maize (corn),0.22,1028,226.16
Uganda,United Arab Emirates,Maize (corn),0.38,1028,390.64
Uganda,United Republic of Tanzania,Maize (corn),6700.0,1028,6887600.0
Ukraine,Netherlands (Kingdom of the),Maize (corn),1408921.17,1028,1448370962.76
Ukraine,North Macedonia,Maize (corn),95.5,1028,98174.0
Ukraine,Norway,Maize (corn),1276.0,1028,1311728.0
Ukraine,Poland,Maize (corn),2099728.05,1028,2158520435.3999996
Ukraine,Portugal,Maize (corn),307159.75,1028,315760223.0
Ukraine,Republic of Korea,Maize (corn),707396.27,1028,727203365.5600001
Ukraine,Republic of Moldova,Maize (corn),74884.17,1028,76980926.76
Ukraine,Romania,Maize (corn),3537213.78,1028,3636255765.8399997
Ukraine,Serbia,Maize (corn),631.08,1028,648750.24
Ukraine,Seychelles,Maize (corn),1533.77,1028,1576715.56
Ukraine,Slovakia,Maize (corn),376876.71,1028,387429257.88
Ukraine,Slovenia,Maize (corn),9674.49,1028,9945375.72
Ukraine,Spain,Maize (corn),2762250.81,1028,2839593832.68
Ukraine,Sweden,Maize (corn),22.0,1028,22616.0
Ukraine,Switzerland,Maize (corn),36759.27,1028,37788529.559999995
Ukraine,Syrian Arab Republic,Maize (corn),89.0,1028,91492.0
Ukraine,Tunisia,Maize (corn),289143.3,1028,297239312.4
Ukraine,Türkiye,Maize (corn),1395072.62,1028,1434134653.3600001
Ukraine,United Arab Emirates,Maize (corn),7205.46,1028,7407212.88
Ukraine,United Kingdom of Great Britain and Northern Ireland,Maize (corn),153364.18,1028,157658377.04
Ukraine,Uzbekistan,Maize (corn),375.51,1028,386024.27999999997
United Arab Emirates,Netherlands (Kingdom of the),Maize (corn),0.37,1028,380.36
United Arab Emirates,Oman,Maize (corn),5897.97,1028,6063113.16
United Arab Emirates,Pakistan,Maize (corn),243.01,1028,249814.28
United Arab Emirates,Peru,Maize (corn),0.87,1028,894.36
United Arab Emirates,Qatar,Maize (corn),12943.3,1028,13305712.399999999
United Arab Emirates,Rwanda,Maize (corn),4.17,1028,4286.76
United Arab Emirates,Saudi Arabia,Maize (corn),1659.19,1028,1705647.32
United Arab Emirates,Senegal,Maize (corn),8.05,1028,8275.400000000001
United Arab Emirates,Seychelles,Maize (corn),15.86,1028,16304.08
United Arab Emirates,Sierra Leone,Maize (corn),0.4,1028,411.20000000000005
United Arab Emirates,Singapore,Maize (corn),0.98,1028,1007.4399999999999
United Arab Emirates,Somalia,Maize (corn),959.07,1028,985923.9600000001
United Arab Emirates,South Africa,Maize (corn),2811.61,1028,2890335.08
United Arab Emirates,South Sudan,Maize (corn),163.84,1028,168427.52
United Arab Emirates,Sri Lanka,Maize (corn),2.0,1028,2056.0
United Arab Emirates,Sudan,Maize (corn),245.97,1028,252857.16
United Arab Emirates,Tajikistan,Maize (corn),21.07,1028,21659.96
United Arab Emirates,Togo,Maize (corn),0.06,1028,61.68
United Arab Emirates,Turkmenistan,Maize (corn),78.52,1028,80718.56
United Arab Emirates,Uganda,Maize (corn),5.16,1028,5304.4800000000005
United Arab Emirates,United Kingdom of Great Britain and Northern Ireland,Maize (corn),0.0,1028,0.0
United Arab Emirates,United Republic of Tanzania,Maize (corn),456.26,1028,469035.27999999997
United Arab Emirates,United States of America,Maize (corn),69.05,1028,70983.4
United Arab Emirates,Yemen,Maize (corn),86.89,1028,89322.92
United Arab Emirates,Zambia,Maize (corn),3.65,1028,3752.2
United Kingdom of Great Britain and Northern Ireland,Netherlands (Kingdom of the),Maize (corn),141.02,1028,144968.56
United Kingdom of Great Britain and Northern Ireland,Poland,Maize (corn),0.27,1028,277.56
United Kingdom of Great Britain and Northern Ireland,Saudi Arabia,Maize (corn),0.1,1028,102.80000000000001
United Kingdom of Great Britain and Northern Ireland,Singapore,Maize (corn),0.6,1028,616.8
United Kingdom of Great Britain and Northern Ireland,Sweden,Maize (corn),1.29,1028,1326.1200000000001
United Kingdom of Great Britain and Northern Ireland,Switzerland,Maize (corn),2.82,1028,2898.96
United Kingdom of Great Britain and Northern Ireland,United Arab Emirates,Maize (corn),2.77,1028,2847.56
United Kingdom of Great Britain and Northern Ireland,United States of America,Maize (corn),1874.8,1028,1927294.4
United Kingdom of Great Britain and Northern Ireland,Viet Nam,Maize (corn),0.09,1028,92.52
United Republic of Tanzania,Netherlands (Kingdom of the),Maize (corn),2989.86,1028,3073576.08
United Republic of Tanzania,Nigeria,Maize (corn),243.0,1028,249804.0
United Republic of Tanzania,Norway,Maize (corn),315.0,1028,323820.0
United Republic of Tanzania,Oman,Maize (corn),840.31,1028,863838.6799999999
United Republic of Tanzania,Poland,Maize (corn),150.0,1028,154200.0
United Republic of Tanzania,Qatar,Maize (corn),937.0,1028,963236.0
United Republic of Tanzania,Rwanda,Maize (corn),59502.31,1028,61168374.68
United Republic of Tanzania,Senegal,Maize (corn),30.0,1028,30840.0
United Republic of Tanzania,South Africa,Maize (corn),375.0,1028,385500.0
United Republic of Tanzania,South Sudan,Maize (corn),30.0,1028,30840.0
United Republic of Tanzania,Switzerland,Maize (corn),264.0,1028,271392.0
United Republic of Tanzania,Thailand,Maize (corn),573.77,1028,589835.5599999999
United Republic of Tanzania,Tunisia,Maize (corn),0.02,1028,20.56
United Republic of Tanzania,Türkiye,Maize (corn),112.0,1028,115136.0
United Republic of Tanzania,Uganda,Maize (corn),70253.0,1028,72220084.0
United Republic of Tanzania,United Arab Emirates,Maize (corn),2260.0,1028,2323280.0
United Republic of Tanzania,United Kingdom of Great Britain and Northern Ireland,Maize (corn),1573.0,1028,1617044.0
United Republic of Tanzania,United States of America,Maize (corn),1472.0,1028,1513216.0
United Republic of Tanzania,Viet Nam,Maize (corn),638.0,1028,655864.0
United States of America,Netherlands (Kingdom of the),Maize (corn),64826.15,1028,66641282.2
United States of America,New Zealand,Maize (corn),10000.0,1028,10280000.0
United States of America,Nicaragua,Maize (corn),406185.6,1028,417558796.79999995
United States of America,Norway,Maize (corn),338.31,1028,347782.68
United States of America,Oman,Maize (corn),12.68,1028,13035.039999999999
United States of America,Pakistan,Maize (corn),14329.4,1028,14730623.2
United States of America,Panama,Maize (corn),355836.68,1028,365800107.04
United States of America,Peru,Maize (corn),87852.67,1028,90312544.76
United States of America,Philippines,Maize (corn),9589.65,1028,9858160.2
United States of America,Poland,Maize (corn),1211.86,1028,1245792.0799999998
United States of America,Portugal,Maize (corn),20.41,1028,20981.48
United States of America,Qatar,Maize (corn),293.1,1028,301306.80000000005
United States of America,Republic of Korea,Maize (corn),1387229.76,1028,1426072193.28
United States of America,Romania,Maize (corn),5226.9,1028,5373253.199999999
United States of America,Russian Federation,Maize (corn),60.99,1028,62697.72
United States of America,Saint Kitts and Nevis,Maize (corn),309.56,1028,318227.68
United States of America,Saint Lucia,Maize (corn),2896.0,1028,2977088.0
United States of America,Saint Vincent and the Grenadines,Maize (corn),8947.0,1028,9197516.0
United States of America,Saudi Arabia,Maize (corn),766317.13,1028,787774009.64
United States of America,Serbia,Maize (corn),3.86,1028,3968.08
United States of America,Singapore,Maize (corn),400.05,1028,411251.4
United States of America,Slovenia,Maize (corn),20.62,1028,21197.36
United States of America,South Africa,Maize (corn),1318.07,1028,1354975.96
United States of America,Spain,Maize (corn),498338.37,1028,512291844.36
United States of America,Suriname,Maize (corn),1046.33,1028,1075627.24
United States of America,Sweden,Maize (corn),487.48,1028,501129.44
United States of America,Switzerland,Maize (corn),428.47,1028,440467.16000000003
United States of America,Syrian Arab Republic,Maize (corn),3.09,1028,3176.52
